id,lon,lat
9696289000,5.0444894,45.6230822
772631247,5.077529,45.6299901
4956207585,5.066756,45.627957099999996
9256504063,5.054979599999999,45.6223461
3824799858,5.0429319999999995,45.6201879
8285019585,5.0672348,45.6297478
1745715688,5.0601747,45.640789299999994
6815993333,5.0636130999999995,45.629166999999995
9582719346,5.0304736,45.6278781
9678595469,5.0339409999999996,45.620537
8423431958,5.0496823,45.6347184
10000594981,5.0658211,45.6329474
2502843861,5.0536433999999995,45.6306213
10000594976,5.065708,45.6330059
8290590769,5.0474255,45.6330622
9674828401,5.0566962,45.624558
3626788994,5.0356456,45.6304729
8284993202,5.0663114,45.6295307
8285019732,5.0667374,45.6297135
307636891,5.0295464,45.6456598
1433558667,5.083438699999999,45.636555099999995
1745662440,5.0321812999999995,45.64154
8282005863,5.0707349,45.629286099999995
9693447420,5.0426738,45.6206831
1745662473,5.0536465,45.6388424
2501444246,5.0670502,45.6323346
293191015,5.0571043,45.6386689
9678595473,5.0336091,45.620227
2501444265,5.0675418,45.6326347
293191045,5.0430738999999996,45.639402
1744500209,5.0660139,45.6308241
1744224147,5.0602873,45.6290882
1745662451,5.05333,45.6372296
8279147328,5.0664438,45.632333599999995
1745715694,5.0674545,45.650340799999995
9678595445,5.0358339999999995,45.6231023
8278672063,5.068416,45.6271943
9670443156,5.0466546999999995,45.628068
2502843954,5.053471699999999,45.632502599999995
8807653911,5.056944,45.6312285
1745668542,5.0513829,45.6486172
1744135242,5.055752,45.6218625
9674828403,5.0565058,45.624641499999996
1744494338,5.0757395,45.631150399999996
1346126533,5.046478,45.6378042
1745715585,5.070201099999999,45.6378822
1744499064,5.0755859,45.6335401
646538115,5.0608036,45.6217924
8279147192,5.0676679,45.6317692
243120992,5.0785002,45.6337103
6180638547,5.0880098,45.640104099999995
1744493277,5.072633499999999,45.629691199999996
1744502795,5.0505442,45.6278465
6816029814,5.0615403,45.6293532
8285019962,5.0626381,45.6302258
2439086930,5.0702568999999995,45.6308255
9580976880,5.0312126,45.6263869
10000595003,5.0660317,45.632759199999995
9696288960,5.0489475,45.6234773
4190449471,5.0340188999999995,45.6382616
4190449452,5.0351327,45.637737699999995
1433558638,5.083917899999999,45.6363169
8279147217,5.0671469,45.6303072
1433558222,5.0756291,45.6290142
1433558358,5.068562099999999,45.633911399999995
2501444262,5.067826999999999,45.632594499999996
2501460117,5.0629187,45.6348438
6816048585,5.0549012,45.6310505
9683905590,5.0378792,45.6221372
1745783974,5.0831384,45.6363888
1744504555,5.0560925999999995,45.6213972
293191043,5.0427537,45.6390375
1744123482,5.058898999999999,45.625593699999996
8279147257,5.0674836,45.631791199999995
2439079741,5.0601652999999995,45.6330642
9600722684,5.0519742,45.630725399999996
8278672153,5.065627999999999,45.627990399999995
243432119,5.0798502999999995,45.6249338
1745715466,5.0613497999999995,45.643057999999996
8278672112,5.0683169,45.6269742
772631264,5.073973,45.6301609
1346126570,5.0456661,45.638231399999995
1744494344,5.074393499999999,45.6309548
1346126499,5.0453828,45.637433099999996
4434314936,5.0654154,45.632504499999996
2502843727,5.0752057,45.616136499999996
2502643503,5.0632386,45.6288288
2501460096,5.0641058,45.6312852
1433558373,5.0652032,45.6284777
8285020150,5.0664023,45.6297573
472152652,5.0837433,45.616721399999996
4432297487,5.049353,45.632013
2439088221,5.064324099999999,45.634833799999996
